Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Argentina,ARG,Export volume index (2000 = 100),TX.QTY.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,35.82605511,43.9368958,42.56895424,40.75161748,42.74810287,39.84330511,30.96837991,29.09111866,44.46027885,47.85065907,62.5261,48.89470726,47.88466258,50.81586942,56.72769261,73.01242107,77.92591594,92.05588386,101.3651952,97.23945998,100,105.8394407,106.3513813,110.0747879,111.7730996,124.6385517,130.4483309,138.0985847,137.0998542,122.1213845,138.2965141,143.9283774,133.6985017,128.8143305,118.9343425,116.4304731,124.7832044,124.4539695,123.9597683,139.1494093,120.659113,,
Argentina,ARG,Transport services (% of commercial service imports),TM.VAL.TRAN.ZS.WT,,,,,,,,,,,,,,,,,58.50340136,57.21393035,37.04512373,35.81027668,34.91758242,36.00619195,39.16532905,36.37709773,41.69758813,35.00247893,32.53275109,40.35532995,37.55600815,33.78058406,32.57997218,35.73892279,30.86779377,29.26949089,30.87761264,30.31230248,31.27392214,32.33590347,30.82639292,28.28426051,27.38308946,26.08094298,20.4076927,21.50983037,25.94743208,27.48314119,27.12617051,27.98152215,29.16896024,21.91344614,25.83766266,26.44249799,26.25233032,27.09064986,23.62045416,23.98199854,21.09076664,20.7440908,20.42045849,20.00490558,17.82243014,28.75488491,30.19758844
Argentina,ARG,Merchandise imports from low- and middle-income economies within region (% of total merchandise imports),TM.VAL.MRCH.WR.ZS,7.219098835,7.128184059,6.539974761,8.716257985,13.80713542,18.91066429,17.21500978,16.27418766,16.15937073,16.09110808,15.47621168,15.56953494,15.06618431,14.76304354,15.50019531,17.23204022,19.54451632,17.26080512,15.13620524,15.29884943,15.83517536,16.06701738,24.51811368,27.47757549,31.02976685,30.12130952,28.82172886,24.9681209,27.58444371,27.49407247,28.65970378,25.56537306,26.68635394,24.62744452,22.41307062,26.65004912,26.25918809,26.83920554,26.32482521,26.0269726,30.25385825,30.65224838,33.53057734,38.80886749,41.02854585,42.66339593,40.87477136,39.28435643,37.74180586,37.06863628,37.31037968,36.08531454,33.47513693,33.35469289,29.68031963,29.30844907,31.58753406,34.63505601,33.64148141,30.38372413,31.92725491,,
Argentina,ARG,Merchandise imports from low- and middle-income economies in South Asia (% of total merchandise imports),TM.VAL.MRCH.R5.ZS,1.849588528,0.540947686,1.70737139,2.101792706,3.037759061,1.756172054,0.720256091,0.410733844,0.37619699,0.449830283,1.17116315,0.869788491,0.686783616,0.546101885,0.855253385,0.45981077,0.417103554,0.202036703,0.214662799,0.063779977,0.092781451,0.099446787,0.059539524,0.075932504,0.047768304,0.05322203,0.082344773,0.105347095,0.069555148,0.115677294,0.15748518,0.347796391,0.413311722,0.358118536,0.340891772,0.31596152,0.794546614,0.509902514,0.563816114,0.615624912,0.741979243,0.93095057,1.078839941,1.141250963,0.665449135,0.834164372,1.037187659,0.989405736,0.978165775,1.088531838,1.088068169,0.905437318,1.063276803,1.158649324,1.16088174,1.335414718,1.396496662,1.343934835,1.528508179,1.798495491,2.038794227,,
Argentina,ARG,Merchandise imports from low- and middle-income economies in East Asia & Pacific (% of total merchandise imports),TM.VAL.MRCH.R1.ZS,0.032591868,0.082169269,0.081656893,0.041211622,0.047317119,0.076355307,1.075938111,0.693683826,0.683994528,0.696634204,0.502775057,0.389960523,0.259906644,0.310974685,0.327906734,0.25491707,0.318845167,0.251524885,0.255352224,0.308617599,0.357749338,0.255190211,0.229919921,0.128552398,0.137415669,0.134497052,0.238355306,0.254517208,0.254534244,0.409405328,0.38372148,3.017373264,1.369248149,1.689012384,1.383358093,3.144230992,4.056084611,4.808982035,5.244140366,5.753472027,6.494214968,7.325762499,4.967670635,6.90133938,5.095157829,7.18673745,11.8579087,13.93108527,14.62554055,15.20315701,15.42605738,16.39941771,17.38744775,18.26666724,18.95973034,22.87381381,22.64895599,22.43722843,22.66562566,23.99446066,26.04869529,,
Argentina,ARG,Merchandise imports from economies in the Arab World (% of total merchandise imports),TM.VAL.MRCH.AL.ZS,0.162959342,,0.066810185,,0.283902716,1.196233138,1.529432687,1.743336984,2.043433653,1.486533642,0.603092631,1.681805052,0.692034255,3.201656152,9.28454712,4.441468868,1.90054141,3.644828605,0.404285953,1.328501156,4.604445541,3.058783865,2.876807483,0.005772647,0.015704648,0.124009952,0.001481783,0.831778046,0.851956568,0.337637173,0.319653479,0.102752257,0.14197582,0.064896204,0.280306975,0.10407881,0.368374311,0.325952201,0.244165,0.269839362,0.484557629,0.418387123,0.463832924,0.258395331,0.317008511,0.182024486,0.390162798,0.497501525,0.526848883,0.33490007,0.607355384,0.875523591,1.125064864,1.804234098,1.572241351,0.772183021,1.490455614,1.26846806,2.076394011,1.649825786,2.112202093,,
Argentina,ARG,ICT goods imports (% total goods imports),TM.VAL.ICTG.ZS.UN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.80579546,11.0354906,3.961275341,6.95978533,10.54227006,11.63913762,11.69904389,9.970750362,8.289044411,9.663045024,9.016255027,8.464597262,8.309859596,8.422575603,7.410883913,9.513952829,8.441387955,8.685844707,7.568001389,8.096471231,9.046589726,9.087549172,
Argentina,ARG,Import unit value index (2015 = 100),TM.UVI.MRCH.XD.WD,,,,,,,,,,,,,,,,,,,,,63.23228269,71.92672156,67.97470389,68.76510743,67.97470389,67.18430036,72.7171251,79.8307569,82.2019675,86.9443887,93.26761697,79.8307569,82.2019675,80.62116043,86.15398517,94.0580205,91.6868099,86.15398517,82.2019675,79.04035336,79.04035336,76.49066455,72.55571172,74.30234895,80.08432041,86.48865688,91.24673764,97.45031122,109.8373821,97.28970091,101.6663321,109.1347119,107.408151,113.0696648,112.5878338,100,89.70086333,93.79642642,98.03252365,92.85284086,89.70086333,102.4091548,
Argentina,ARG,"Tariff rate, most favored nation, simple mean, primary products (%)",TM.TAX.TCOM.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.19,5.43,,8.61,8.62,8.59,11.36,11.33,11.41,10.77,9.9,8.57,9.8,8.49,8.48,8.79,8.88,8.85,8.83,8.88,8.83,8.77,8.93,8.93,8.82,8.88,8.87,8.87,8.86,,
Argentina,ARG,"Binding coverage, primary products (%)",TM.TAX.TCOM.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.92,99.92,,
Argentina,ARG,"Tariff rate, most favored nation, simple mean, all products (%)",TM.TAX.MRCH.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.64,11.19,,12.1,12.72,12.83,15.26,15.09,15.05,12.71,13.8,14.15,12.35,11.21,11.19,12.15,12.02,12.92,12.83,12.64,12.6,13.39,13.64,13.64,13.62,13.69,13.34,13.19,13.13,,
Argentina,ARG,"Binding coverage, all products (%)",TM.TAX.MRCH.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.98,99.98,,
Argentina,ARG,"Tariff rate, most favored nation, simple mean, manufactured products (%)",TM.TAX.MANF.SM.FN.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.23,12.89,,13.13,13.91,14.07,16.39,16.18,16.1,13.26,14.95,15.81,13.1,12.01,11.98,13.14,12.96,14.15,14.04,13.79,13.74,15.02,15.31,15.31,15.31,15.39,14.92,14.72,14.64,,
Argentina,ARG,"Binding coverage, manufactured products (%)",TM.TAX.MANF.BC.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,,
Argentina,ARG,"International tourism, expenditures (current US$)",ST.INT.XPND.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4013000000,4449000000,4973000000,5282000000,5228000000,5460000000,4888000000,2744000000,2997000000,3208000000,3554000000,4047000000,5077000000,5987000000,5808000000,6448000000,7602000000,8466000000,8421000000,7837000000,9348000000,12273000000,14180000000,13084000000,9845000000,2746000000,,
Argentina,ARG,"International tourism, receipts for passenger transport items (current US$)",ST.INT.TRNR.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328000000,354000000,375000000,328000000,277000000,291000000,114000000,181000000,300000000,425000000,480000000,575000000,705000000,609000000,466000000,616000000,627000000,651000000,674000000,685000000,514000000,499000000,460000000,436000000,413000000,86000000,,
Argentina,ARG,"International tourism, number of arrivals",ST.INT.ARVL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2289000,2614000,2764000,3012000,2898000,2909000,2620000,2820000,2995000,3457000,3823000,4173000,4562000,4700000,4308000,6800000,6703000,6497000,6510000,7165000,6816000,6668000,6711000,6942000,7399000,,,
Argentina,ARG,Urban population growth (annual %),SP.URB.GROW,,2.432904523,2.367622276,2.343966767,2.307416154,2.267355609,2.24944311,2.22844796,2.199842716,2.172403774,2.185329253,2.141100742,2.125420812,2.162336014,2.209650202,2.157000464,2.07907294,2.075058201,2.074056815,2.058588314,2.03351882,2.093249476,2.107186721,2.076787368,2.043030285,2.004978667,1.988796295,1.975690928,1.961376139,1.927352967,1.8838311,1.8187577,1.632186829,1.597564758,1.583773749,1.54920796,1.489269537,1.422082095,1.378115353,1.369248714,1.346646898,1.308731698,1.275955188,1.228792108,1.209159175,1.223592348,1.222209318,1.190161258,1.173614884,1.191967816,0.429649599,1.308141316,1.280773703,1.25948243,1.239638679,1.215797063,1.192602919,1.170195959,1.147602159,1.125019726,1.100415053,1.075515039,1.053695664
Argentina,ARG,Completeness of death registration with cause-of-death information (%),SP.REG.DTHS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9,,,,,100,,,,,99.9,,,,,,,99.2,,100,,,,,100,,,,,,
Argentina,ARG,"Completeness of birth registration, male (%)",SP.REG.BRTH.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.97,,
Argentina,ARG,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.91837735,49.97457769,50.01674329,50.05999574,50.10341347,50.14578305,50.18499659,50.2235926,50.26524716,50.30948753,50.35081236,50.40035496,50.45943585,50.51491995,50.568811,50.61294524,50.64672437,50.67796845,50.70339884,50.72402853,50.74344323,50.76382748,50.78530536,50.80306498,50.81668977,50.822954,50.82080891,50.8152768,50.80636356,50.79536735,50.78226357,50.76939021,50.75945048,50.75196225,50.7387377,50.72238942,50.71073053,50.70392759,50.69953119,50.69301908,50.686905,50.6833488,50.68320657,50.67761871,50.66564783,50.65549326,50.64422945,50.63365131,50.62282102,50.6066536,50.58776345,50.56959245,50.55678744,50.54740971,50.53488163,50.52294926,50.51360095,50.50337517,50.49497681,50.49030607,50.49075149,50.49373652,50.49338702
Argentina,ARG,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,695.6194458,704.8408813,713.0787964,716.5564575,688.27771,692.1918335,718.5227661,765.6401978,819.3776855,891.8327637,974.7180786,1035.998901,1035.625366,1123.83313,1180.672974,1203.371216,1198.264404,1206.941895,1230.539429,1259.640137,1210.456543,1224.179199,1230.754028,,,
Argentina,ARG,Age dependency ratio (% of working-age population),SP.POP.DPND,56.9526055,56.9555486,56.9327283,56.90985644,56.9053237,56.90097805,56.87918972,56.85656521,56.83453179,56.83612102,56.90316797,57.05560776,57.26989748,57.59450677,58.07665245,58.66182931,59.33007238,60.05141531,60.7862416,61.51428622,62.2017962,62.81200294,63.3208127,63.73794294,64.06870205,64.30707206,64.4544916,64.51694166,64.49182147,64.37483069,64.2132714,64.03737082,63.81940469,63.55885248,63.28026027,62.97481024,62.62684916,62.24003681,61.84009857,61.46079497,61.08797249,60.68556529,60.25456027,59.78293524,59.30179889,58.83845816,58.37502844,57.90513656,57.43355954,56.99637149,56.62561261,56.35466688,56.19227832,56.08687236,55.97327624,55.86445924,55.75436212,55.6112391,55.40717362,55.13530886,54.76007816,54.27014839,53.77910667
Argentina,ARG,"Population ages 75-79, male (% of male population)",SP.POP.7579.MA.5Y,0.664589311,0.695688165,0.72834275,0.76042313,0.789615312,0.815289795,0.839355263,0.860789594,0.877824521,0.890977403,0.905213678,0.920933589,0.935877415,0.951656982,0.969331207,0.989926855,1.012778048,1.037908232,1.06490271,1.090227223,1.111774966,1.129705152,1.143987334,1.155628779,1.164923747,1.174781076,1.188715997,1.206440013,1.227683082,1.250748165,1.274857923,1.298535477,1.318169591,1.333768157,1.352986258,1.376005463,1.399932896,1.425132547,1.451590145,1.478668962,1.503445251,1.526447778,1.547165679,1.56403691,1.578466133,1.590425779,1.599121561,1.602079736,1.602952783,1.607727138,1.61291907,1.617574969,1.622147449,1.626623958,1.634633936,1.646849462,1.661324193,1.6828515,1.713695221,1.750817144,1.788567848,1.8223996,1.857330405
Argentina,ARG,Population ages 65 and above (% of total population),SP.POP.65UP.TO.ZS,5.170224873,5.308940325,5.447347368,5.584944535,5.723478103,5.863094567,6.007956661,6.154902531,6.295307081,6.423051728,6.549158808,6.671835502,6.78418915,6.893361317,7.000254167,7.112785604,7.230754724,7.353307918,7.479965554,7.599060387,7.706056091,7.803739803,7.890667565,7.969542777,8.046172396,8.127268787,8.220663651,8.325963422,8.442561037,8.568526062,8.699638101,8.840185922,8.984188364,9.1183462,9.244726156,9.359350726,9.458975271,9.541596814,9.612105695,9.679016723,9.7419049,9.803152933,9.866431932,9.920883482,9.978027115,10.05273915,10.13624808,10.21733526,10.30392512,10.40811319,10.51373739,10.62366904,10.74837974,10.87560216,10.9955028,11.11248057,11.22001902,11.33044605,11.45975435,11.60059823,11.72745414,11.82190739,11.91832806
Argentina,ARG,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,5.577361835,5.742216138,5.91210572,6.084288145,6.258174876,6.432825663,6.611129901,6.791779492,6.969228748,7.137047845,7.303133807,7.460526614,7.604044035,7.747000476,7.892359051,8.049929362,8.219116663,8.397731999,8.581552908,8.754062384,8.909952007,9.055408405,9.18893869,9.310428155,9.427707985,9.543894047,9.665887181,9.797379101,9.937976597,10.08791479,10.24260925,10.40944318,10.58315248,10.74698665,10.89393332,11.02178344,11.1346441,11.23105077,11.31553976,11.39407641,11.46917929,11.54540932,11.63093402,11.70382477,11.77250702,11.86303313,11.96316844,12.06232979,12.16621418,12.28118515,12.39370394,12.5108915,12.6490183,12.79172996,12.92006646,13.04494516,13.16183541,13.27747331,13.41226403,13.56203593,13.70606368,13.82327067,13.93694374
Argentina,ARG,"Population ages 60-64, male (% of male population)",SP.POP.6064.MA.5Y,3.302189024,3.353822431,3.408066721,3.461518148,3.507304677,3.542790856,3.570057778,3.587853339,3.59562474,3.595864352,3.593290368,3.590748341,3.58810076,3.583693745,3.574934955,3.565757934,3.554372418,3.535726292,3.516088582,3.505008332,3.504376704,3.513685915,3.534830097,3.563560638,3.590068811,3.610997141,3.629540004,3.645352807,3.656220899,3.659441335,3.654389975,3.641522666,3.619438281,3.589793318,3.559934858,3.533156423,3.507965803,3.483507875,3.462418648,3.449721285,3.447416846,3.457329111,3.482234042,3.520683312,3.568970301,3.624418935,3.684277801,3.745027846,3.802527304,3.849635611,3.884897496,3.913981432,3.938631791,3.961275822,3.987292811,4.014590381,4.039701358,4.06799673,4.092252676,4.10814472,4.117782384,4.122400146,4.131589028
Argentina,ARG,"Population ages 50-54, male (% of male population)",SP.POP.5054.MA.5Y,5.159195689,5.15307329,5.142980493,5.130257527,5.11308215,5.093240781,5.068747733,5.03500602,4.9991914,4.975131118,4.966350257,4.97365313,4.998414295,5.031213209,5.057615919,5.075072717,5.08711549,5.091732903,5.086946461,5.069745114,5.040110504,4.998316114,4.944686753,4.883567559,4.821620774,4.763820163,4.709776697,4.658543318,4.613378676,4.58004895,4.561196458,4.558297455,4.571822057,4.59904292,4.636772221,4.683017135,4.736143671,4.793480399,4.848863451,4.891826415,4.923051415,4.949331112,4.972566701,4.994830029,5.019153692,5.041994729,5.060073716,5.078812038,5.088194863,5.083731657,5.073393075,5.058217331,5.043968338,5.041034181,5.045895597,5.05016734,5.055259548,5.0559517,5.055237056,5.068109276,5.107361633,5.176616789,5.271411342
Argentina,ARG,"Population ages 40-44, male (% of male population)",SP.POP.4044.MA.5Y,6.304755285,6.314312769,6.342719459,6.384452843,6.422643674,6.448691842,6.465355393,6.473577908,6.470395111,6.451265247,6.41419627,6.3607611,6.290445824,6.205016906,6.112602132,6.024680072,5.941817728,5.859679877,5.78336854,5.721387398,5.678730938,5.657756636,5.66050958,5.683950104,5.721984295,5.770147614,5.824675318,5.882373247,5.936556558,5.97593474,6.000632302,6.01713622,6.025361105,6.02790739,6.030256864,6.030510248,6.027351986,6.027699065,6.019030423,5.994941431,5.965976606,5.934365621,5.907053326,5.895554016,5.893929554,5.891145435,5.887545711,5.876685851,5.859884043,5.85336717,5.87067049,5.914140174,5.984272509,6.086113281,6.215800061,6.361177051,6.515564206,6.670582031,6.813424556,6.929550673,7.011918172,7.06002507,7.070705165
Argentina,ARG,"Population ages 30-34, male (% of male population)",SP.POP.3034.MA.5Y,7.638020653,7.564672403,7.473378435,7.368758917,7.263497038,7.165761403,7.074547226,6.990147006,6.919513824,6.870453662,6.843196442,6.834467915,6.846652146,6.878891555,6.923373606,6.971180811,7.018537463,7.065528836,7.105962215,7.129381601,7.139403447,7.145543452,7.147145843,7.146058977,7.148190019,7.147190534,7.137860801,7.128709112,7.106368668,7.06495659,7.014554193,6.955990178,6.899480396,6.860561063,6.833046623,6.807233717,6.785408548,6.75854963,6.72666099,6.707548846,6.716493045,6.756611782,6.827112923,6.933226672,7.070280596,7.222405163,7.380349832,7.536473386,7.67462599,7.775749089,7.831050163,7.840134057,7.807580888,7.746672297,7.674995889,7.608254441,7.558820426,7.531553265,7.525437463,7.534657255,7.565219027,7.614490265,7.664641408
Argentina,ARG,"Population ages 20-24, male (% of male population)",SP.POP.2024.MA.5Y,7.81373602,7.797269241,7.819663536,7.872606842,7.948914462,8.042339934,8.146050665,8.254631179,8.359165177,8.441787542,8.49852263,8.533277124,8.547059016,8.54686165,8.540023912,8.516346887,8.471839936,8.422492195,8.355955257,8.270545564,8.184317613,8.101955669,8.031916824,7.988925077,7.96634171,7.946858488,7.927619096,7.897258688,7.856596989,7.827729961,7.824520106,7.847989177,7.904035453,8.00179141,8.132932644,8.28266947,8.443170338,8.604004227,8.745408036,8.845467923,8.894262545,8.892579924,8.842981744,8.75969093,8.663880135,8.57134721,8.493885798,8.43972997,8.406377626,8.384307589,8.379495678,8.388734269,8.398975027,8.409585443,8.419476042,8.406712253,8.358516306,8.283116565,8.192389571,8.102004345,8.021775933,7.953426396,7.896765544
Argentina,ARG,"Population ages 15-64, male (% of male population)",SP.POP.1564.MA.ZS,63.77941402,63.74853579,63.73857326,63.73748189,63.73950907,63.74822931,63.76706205,63.79077058,63.81937593,63.84239599,63.84034307,63.80093652,63.73347794,63.62152693,63.44906808,63.23273648,62.98151687,62.71640703,62.45094525,62.19039018,61.94857633,61.74051165,61.57257266,61.43689274,61.33050263,61.25524672,61.2093842,61.19411141,61.21480355,61.2742257,61.35879783,61.4584424,61.57828126,61.71538269,61.85215203,61.98997625,62.14017158,62.3023288,62.46880132,62.62846761,62.78902028,62.9656753,63.16083271,63.37165606,63.58354754,63.7919663,64.0007558,64.21255956,64.42575664,64.62354375,64.79207624,64.9184016,65.00327237,65.06609847,65.12800684,65.18813696,65.24979824,65.32349095,65.42515812,65.55940925,65.74604437,65.98914536,66.23185907
Argentina,ARG,"Population ages 15-19, male (% of male population)",SP.POP.1519.MA.5Y,8.627052474,8.725283596,8.833648903,8.935550552,9.015164479,9.073738802,9.119226252,9.150357493,9.171992885,9.191536478,9.198406033,9.18493247,9.164503802,9.122201854,9.051648725,8.963961801,8.863100784,8.765060162,8.689262074,8.634022079,8.587268123,8.548782862,8.505661539,8.457486157,8.428155805,8.433014037,8.471209256,8.54303351,8.65440754,8.799190399,8.958120033,9.119638197,9.275677054,9.408528801,9.495501254,9.527654585,9.508439054,9.444098934,9.347441234,9.236725283,9.131547726,9.044707772,8.980979176,8.93842257,8.908860989,8.895951846,8.897109379,8.901669213,8.907693863,8.911551283,8.890742465,8.828385737,8.732898989,8.616656802,8.495565471,8.380591254,8.277370402,8.190880867,8.114536611,8.038072763,7.980530476,7.955036936,7.942833967
